Time, x, y, z, temperature, idS, genusS, nameS, genomeS, action, idO, genusO, nameO, genomeO
0, -1, 0, 28, 25.0, 4-1, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , , 1
0, -80, 0, -104, 25.0, 4-33, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , , 1
0, -113, 0, -2, 25.0, 4-34, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , , 1
0, -3, 0, -72, 25.0, 4-35, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , , 1
0, -45, 0, 8, 25.0, 4-36, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , , 1
0, 2, 0, 10, 25.0, 4-37, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , , 1
0, -3, 0, 28, 25.0, 4-38, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , , 1
0, -48, 0, 39, 25.0, 4-39, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , , 1
0, -35, 0, -92, 25.0, 4-40, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , , 1
0, 24, 0, -18, 25.0, 4-41, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , , 1
0, 47, 0, -34, 25.0, 4-42, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , , 1
0, -43, 0, -73, 25.0, 4-43, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , , 1
0, -23, 0, 25, 25.0, 4-44, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , , 1
0, -77, 0, -42, 25.0, 4-45, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , , 1
0, 43, 0, -62, 25.0, 4-46, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , , 1
0, 42, 0, -28, 25.0, 4-47, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , , 1
0, -100, 0, -81, 25.0, 4-48, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , , 1
0, -114, 0, 2, 25.0, 4-49, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , , 1
0, 3, 0, -81, 25.0, 4-50, g_conill_blau_escas, Blue rabbit2, 0-067-350-110, BORN, , , , , , 1
0, -30, 0, -36, 25.0, 5-51, g_guineu, Fox, 0-067-352-210, BORN, , , , , , 1
0, -28, 0, -41, 25.0, 5-52, g_guineu, Fox, 0-067-352-210, BORN, , , , , , 1
0, -30, 0, -35, 25.0, 5-53, g_guineu, Fox, 0-067-352-210, BORN, , , , , , 1
0, -30, 0, -33, 25.0, 5-54, g_guineu, Fox, 0-067-352-210, BORN, , , , , , 1
0, -26, 0, -35, 25.0, 5-55, g_guineu, Fox, 0-067-352-210, BORN, , , , , , 1
0, -23, 0, -36, 25.0, 5-56, g_guineu, Fox, 0-067-352-210, BORN, , , , , , 1
0, -19, 0, -27, 25.0, 6-57, g_guineu_vermella, Red fox, 0-067-352-210, BORN, , , , , , 1
0, -31, 0, -36, 25.0, 6-58, g_guineu_vermella, Red fox, 0-067-352-210, BORN, , , , , , 1
0, -26, 0, -43, 25.0, 6-59, g_guineu_vermella, Red fox, 0-067-352-210, BORN, , , , , , 1
0, -25, 0, -37, 25.0, 6-60, g_guineu_vermella, Red fox, 0-067-352-210, BORN, , , , , , 1
0, -27, 0, -43, 25.0, 6-61, g_guineu_vermella, Red fox, 0-067-352-210, BORN, , , , , , 1
0, -26, 0, -30, 25.0, 6-62, g_guineu_vermella, Red fox, 0-067-352-210, BORN, , , , , , 1
